SYMBOL,LOW_x,LOW_y,Value
COMPINFO,23.65,25.75,0.918446601941747
STYLAMIND,955.05,1040,0.918317307692308
AEGISCHEM,210.25,229,0.918122270742358
ALKEM,3584.75,3904.6,0.918083798596527
KRBL,268.25,292.2,0.918035592060233
BALPHARMA,94,102.4,0.91796875
SRIPIPES,190.7,207.75,0.917930204572804
ABMINTLLTD,104.5,113.85,0.917874396135266
TASTYBITE,16434.6,17907.85,0.917731609322169
EVEREADY,348.4,379.7,0.917566499868317
MANGALAM,133,144.95,0.917557778544326
SHAKTIPUMP,642,699.9,0.917273896270896
CIPLA,885.25,965.15,0.917214940682795
ARIHANTCAP,127.95,139.5,0.917204301075269
OSWALAGRO,15.5,16.9,0.91715976331361
AXISBANK,714,778.5,0.917148362235067
GALLISPAT,49.45,53.95,0.916589434661724
IFCI,12.05,13.15,0.916349809885932
NRBBEARING,126.7,138.3,0.916124367317426
HIKAL,545,595,0.915966386554622
ADVANIHOTR,71.05,77.6,0.915592783505155
CADILAHC,489.45,535,0.914859813084112
JYOTHYLAB,151.5,165.6,0.914855072463768
ADFFOODS,805,880,0.914772727272727
JTEKTINDIA,96.05,105,0.914761904761905
JAICORPLTD,118,129,0.914728682170543
ASTEC,1173,1282.55,0.9145842267358
SUPPETRO,621,679.1,0.914445589751141
KIMS,1108,1212.1,0.914115997029948
BALAJITELE,60.1,65.75,0.914068441064639
ISGEC,655.95,718,0.913579387186629
ESTER,132,144.5,0.913494809688581
MAYURUNIQ,420.1,459.9,0.913459447706023
BFINVEST,324.25,355,0.913380281690141
XCHANGING,99.1,108.5,0.913364055299539
PODDARHOUS,178.35,195.5,0.912276214833759
TFCILTD,65.35,71.65,0.912072575017446
TIRUMALCHM,258,282.9,0.911983032873807
HATHWAY,21.75,23.85,0.911949685534591
WABAG,310.05,340,0.911911764705882
RALLIS,258.05,283.1,0.911515365595196
MAZDA,595.1,653.1,0.911192772929107
BALRAMCHIN,318.05,349.1,0.911057003723861
SHANKARA,540.05,593.05,0.910631481325352
FMGOETZE,256,281.15,0.91054597190112
MANUGRAPH,10.65,11.7,0.91025641025641
SUNDRMFAST,811.45,891.5,0.910207515423444
MGL,963.5,1058.75,0.910035419126328
NOVARTIND,732.45,805,0.909875776397516
TCS,3385.95,3722.15,0.909675859382346
CONCOR,634,697,0.90961262553802
MASTEK,2727,2998.65,0.90940923415537
KPITTECH,300.25,330.2,0.909297395517868
RAJSREESUG,23.05,25.35,0.909270216962525
RCF,75.5,83.05,0.909090909090909
STARCEMENT,97,106.7,0.909090909090909
ANMOL,143.45,157.85,0.908774152676592
IPCALAB,2111.05,2323.3,0.908642878663969
WELENT,92,101.25,0.908641975308642
APEX,259.65,285.8,0.90850244926522
FCL,114.1,125.65,0.908077994428969
SIMPLEXINF,38.5,42.4,0.908018867924528
KSCL,512.8,564.8,0.907932011331445
MUNJALSHOW,128,141,0.907801418439716
JOCIL,208,229.15,0.907702378354789
FMNL,8.35,9.2,0.907608695652174
VIKASWSP,4.4,4.85,0.907216494845361
INDRAMEDCO,71.3,78.75,0.905396825396825
JAYAGROGN,221.7,244.9,0.905267456104532
ASHAPURMIN,105,116,0.905172413793103
VBL,810,895.1,0.904926823818568
KANORICHEM,170.1,188,0.904787234042553
VIKASPROP,1.9,2.1,0.904761904761905
SONATSOFTW,799.8,884,0.904751131221719
AMARAJABAT,673.05,744,0.904637096774194
ASHIMASYN,16.05,17.75,0.904225352112676
HDFCAMC,2600.1,2875.65,0.904178185801471
SOTL,1375,1520.8,0.904129405576013
HCLTECH,1138,1258.8,0.90403558945027
WALCHANNAG,51.15,56.6,0.903710247349823
FDC,311.85,345.3,0.903127715030408
KOTHARIPET,46.55,51.55,0.903006789524733
HERANBA,702.05,778,0.902377892030848
RPPINFRA,58.65,65,0.902307692307692
VIDHIING,325,360.2,0.902276513048306
ELECTCAST,32.7,36.25,0.902068965517242
MAHLOG,645.5,715.65,0.901977223503109
SKIPPER,73.15,81.1,0.901972872996301
BERGEPAINT,730.55,809.95,0.901969257361565
CLSEL,110,122,0.901639344262295
GULFPETRO,49.2,54.6,0.901098901098901
PARSVNATH,13.2,14.65,0.901023890784983
LUMAXIND,1310.5,1454.65,0.900903997525178
TEJASNET,415.55,461.3,0.90082375894212
CAMLINFINE,164.15,182.25,0.900685871056241
BEL,183.45,203.7,0.900589101620029
ALEMBICLTD,103.2,114.6,0.900523560209424
HITECHGEAR,238.45,265,0.899811320754717
JAYBARMARU,185.35,206.05,0.899538946857559
REFEX,123.1,136.85,0.899525027402265
VAKRANGEE,36.25,40.3,0.899503722084367
SHANTIGEAR,148,164.6,0.899149453219927
RANEENGINE,266.05,296.1,0.898514015535292
TORNTPHARM,2768,3082.1,0.898088965315856
JSWISPL,28.55,31.8,0.897798742138365
COLPAL,1501,1672.05,0.897700427618791
NAVINFLUOR,3271.2,3645,0.897448559670782
BAJAJCON,227.9,254.1,0.896890987800079
RICOAUTO,42.15,47,0.896808510638298
SHRADHA,49.3,55,0.896363636363636
GRAPHITE,531,593,0.895446880269814
SCHNEIDER,101.65,113.55,0.895200352267723
SUMMITSEC,687.5,768,0.895182291666667
IVP,105.05,117.4,0.894804088586031
STAR,517.2,578.05,0.894732289594326
PODDARMENT,308.05,344.3,0.894713912285797
NECLIFE,26.15,29.25,0.894017094017094
MCL,33.5,37.5,0.893333333333333
FACT,111.9,125.3,0.893056664006385
LINDEINDIA,2282,2556.5,0.892626637981615
VISAKAIND,594,665.9,0.89202582970416
EMAMILTD,512.2,574.3,0.891868361483545
SAGCEM,260.85,292.55,0.891642454281319
SHREYAS,329.65,370,0.890945945945946
NFL,53.1,59.6,0.890939597315436
PFIZER,4949.2,5555.5,0.890864908649086
ORISSAMINE,2503.25,2812,0.890202702702703
SPARC,261,293.35,0.889722174876427
IGL,454,510.3,0.889672741524593
KREBSBIO,155.6,175,0.889142857142857
ZEELEARN,12.75,14.35,0.888501742160279
PRIVISCL,1568,1765.05,0.888360103113226
SASKEN,1184,1333,0.888222055513878
GESHIP,313.85,353.4,0.888087153367289
FRETAIL,47.5,53.5,0.88785046728972
JUBLINGREA,635,715.25,0.887801468018176
HUHTAMAKI,235.1,265,0.887169811320755
CENTEXT,7.85,8.85,0.887005649717514
FLFL,53.65,60.5,0.886776859504132
HINDUNILVR,2373,2677,0.886440044826298
ASHIANA,176.65,199.35,0.886129922247304
SPANDANA,505,570,0.885964912280702
WHEELS,668.6,754.95,0.885621564342009
ICEMAKE,63.7,72,0.884722222222222
SALASAR,251.15,283.9,0.88464247974639
FCONSUMER,6.9,7.8,0.884615384615385
CORALFINAC,40.25,45.5,0.884615384615385
VISHAL,100,113.05,0.884564352056612
BROOKS,115,130.1,0.883935434281322
EPL,212.05,239.9,0.883909962484368
UNICHEMLAB,235.55,266.5,0.883864915572233
NXTDIGITAL,373,422.2,0.883467550923733
PRESTIGE,406.1,460.15,0.882538302727371
RUCHI,927,1050.9,0.882101056237511
KEERTI,17.95,20.35,0.882063882063882
ASTRON,49.8,56.5,0.88141592920354
LINCOLN,335.55,381.2,0.880246589716684
SPIC,46.1,52.5,0.878095238095238
EMAMIREAL,63.1,71.9,0.877607788595271
EROSMEDIA,18.5,21.1,0.876777251184834
JBCHEPHARM,1643.65,1876,0.8761460554371
ASIANTILES,132.5,151.25,0.87603305785124
MOKSH,34.6,39.5,0.875949367088607
LIBAS,43.65,49.85,0.875626880641926
FSC,67.65,77.3,0.8751617076326
CUMMINSIND,868.1,993,0.874219536757301
SYNGENE,530.55,607.15,0.873836778390842
PIONEEREMB,55.8,63.9,0.873239436619718
NCC,69.5,79.6,0.873115577889447
DELPHIFX,576.25,660.1,0.87297379184972
MBAPL,171.25,196.35,0.872167048637637
RELIGARE,156.15,179.05,0.872102764590896
JUMPNET,7.15,8.2,0.871951219512195
EICHERMOT,2471.55,2835,0.871798941798942
VIPULLTD,26.1,29.95,0.871452420701169
DHANUKA,704.2,811.05,0.868257197460083
ZYDUSWELL,2031,2341.4,0.86742974288887
AMJLAND,32.6,37.6,0.867021276595745
NIRAJ,35,40.4,0.866336633663366
SUPREMEENG,20,23.15,0.863930885529158
AXISCETF,60,69.45,0.863930885529157
KRISHANA,162.5,188.1,0.863902179691653
NILKAMAL,2358,2735.1,0.862125699243172
ORICONENT,25.9,30.05,0.861896838602329
JAIPURKURT,48,55.75,0.860986547085202
CAREERP,138.5,161.05,0.859981372244644
SETCO,16.5,19.2,0.859375
SHYAMCENT,11.8,13.75,0.858181818181818
PUNJABCHEM,1340.55,1562.15,0.858144224306244
ITDC,364.4,424.7,0.858017424064045
IDEA,9.35,10.9,0.857798165137615
SANSERA,682,795.1,0.857753741667715
SOMATEX,6.6,7.7,0.857142857142857
NATHBIOGEN,275,320.95,0.856831282131173
TOTAL,45.8,53.5,0.85607476635514
MOREPENLAB,48.1,56.25,0.855111111111111
INVENTURE,2.35,2.75,0.854545454545455
INDUSTOWER,266.65,312.45,0.853416546647464
BINDALAGRO,19.5,22.85,0.853391684901532
RAMCOSYS,407.45,477.5,0.853298429319372
WINDLAS,307.1,360,0.853055555555556
OAL,760,891.1,0.852878464818763
VIVIMEDLAB,17.05,20,0.8525
PLASTIBLEN,231.25,271.55,0.851592708525133
CENTURYTEX,776,911.65,0.851203861130916
WELSPUNIND,136.15,160.1,0.850405996252342
ABCAPITAL,96.35,113.3,0.850397175639894
NETF,181,213.01,0.849725365006338
KANSAINER,535.1,630,0.849365079365079
PALASHSECU,70.35,83,0.847590361445783
TCIFINANCE,5,5.9,0.847457627118644
ALPHAGEO,360.3,425.6,0.84656954887218
ASAHISONG,292.8,347,0.843804034582133
LASA,61.6,73.05,0.843258042436687
BHARATRAS,10110,11999,0.842570214184515
HIL,4255,5053,0.842074015436374
SAKSOFT,899.65,1070,0.840794392523364
INDIAMART,6872.9,8175.55,0.840665154026335
DEEPINDS,123.95,147.5,0.840338983050848
VARDHACRLC,51.65,61.5,0.839837398373984
ASTERDM,176,209.6,0.83969465648855
PHILIPCARB,219.05,262.2,0.835430968726163
NIITLTD,295.6,355,0.832676056338028
SUDARSCHEM,550.25,661,0.832450832072617
REPCOHOME,262.15,315.05,0.83209014442152
LXCHEM,431.6,519,0.831599229287091
LAURUSLABS,488.1,587.25,0.831162196679438
MARINE,29.15,35.15,0.829302987197724
SHALBY,145,176.05,0.823629650667424
VAIBHAVGBL,571,694.05,0.822707297745119
KRSNAA,626,767,0.816166883963494
MARATHON,84.2,103.7,0.811957569913211
SECURKLOUD,150,185,0.810810810810811
BAJAJELEC,1081.7,1340,0.807238805970149
JKIL,148.9,184.6,0.806608884073673
SUBEXLTD,41.15,51.15,0.804496578690127
AARTISURF,1169.9,1455,0.804054982817869
AMIORG,1015,1271.2,0.798458149779736
JUSTDIAL,783,986.15,0.793996856461999
SERVOTECH,19,23.95,0.793319415448852
AWHCL,287.05,362,0.792955801104972
HINDOILEXP,166.5,210.75,0.790035587188612
RPSGVENT,731.55,938.05,0.779862480678002
PNBHOUSING,479,615,0.778861788617886
ICIL,228.85,295.35,0.774843406128322
STEL,146.95,190.05,0.773217574322547
SURYAROSNI,583.55,755.55,0.77235126728873
BALAMINES,3399,4451.7,0.763528539659007
SOLARA,1217,1614,0.754027261462206
PANACEABIO,204.1,271.25,0.752442396313364
PATINTLOG,16.15,21.55,0.749419953596288
SUVIDHAA,11.95,16.45,0.726443768996961
GAYAPROJ,36.25,51.05,0.710088148873653
AAKASH,172.1,243.1,0.707939119703826
NIPPOBATRY,483,970,0.497938144329897
SUULD,236.3,512.95,0.460668681158008
VISHWARAJ,35.55,144.05,0.246789309267615
AFFLE,1005,5203.15,0.193152225094414
SRF,2087.1,10880.15,0.191826399452213
IRCTC,639.45,3755.55,0.170268003355035
ICICI500,24.9,247.16,0.100744457031882
