,SYMBOL
588,CUMMINSIND
589,EIHOTEL
590,JUBLFOOD
591,ICICIB22
592,ZEEL
593,ASTEC
594,TEXINFRA
595,SUNDRMFAST
596,ELECTCAST
597,BASF
598,JKTYRE
599,IIFLWAM
600,IRB
601,GALAXYSURF
602,INFRABEES
603,GKWLIMITED
604,GALLISPAT
605,IFGLEXPOR
606,UBL
607,INDIGO
608,TREJHARA
609,CAPTRUST
610,GMBREW
611,PRSMJOHNSN
612,KOTAKNV20
613,RUCHIRA
614,BGRENERGY
615,NHPC
616,ICRA
617,HINDCOMPOS
618,VOLTAS
619,CENTRALBK
620,RCF
621,INDIAMART
622,MAZDOCK
623,SUNPHARMA
624,ARMANFIN
625,MAHABANK
626,ICICINV20
627,VIPULLTD
628,RAMANEWS
629,SETFNN50
630,MOIL
631,MARICO
632,ASIANHOTNR
633,TFCILTD
634,IBMFNIFTY
635,NETFCONSUM
636,ICICIMCAP
637,PRESSMN
638,MANXT50
639,TOKYOPLAST
640,CONCOR
641,NETFNV20
642,LICNETFN50
643,JUNIORBEES
644,ACC
645,UNIDT
646,GARFIBRES
647,NETFDIVOPP
648,TARMAT
649,WELCORP
650,AUBANK
651,ICICINXT50
652,ANSALHSG
653,FINEORG
654,HINDPETRO
655,LUMAXTECH
656,KICL
657,SUNTECK
658,SMSLIFE
659,LYPSAGEMS
660,JINDRILL
661,HONDAPOWER
662,GLFL
663,JKIL
664,IMPAL
665,BFUTILITIE
666,HATSUN
667,INOXLEISUR
668,SHREERAMA
669,IOC
670,INSECTICID
671,UNIONBANK
672,PENIND
673,THOMASCOOK
674,SHARIABEES
675,VENKEYS
676,BHARATFORG
677,AMBER
678,CROMPTON
679,PODDARMENT
680,HINDZINC
681,KIRLOSENG
682,JAYSREETEA
683,RVNL
684,METROPOLIS
685,RUBYMILLS
686,SBILIFE
687,ICICIPRULI
688,AVTNPL
689,DBSTOCKBRO
690,RML
691,MUKTAARTS
692,INDRAMEDCO
693,EVERESTIND
694,NAUKRI
695,LAURUSLABS
696,VARDHACRLC
697,MFSL
698,BROOKS
699,NMDC
700,JINDALSTEL
701,EIDPARRY
702,NETFNIF100
703,KEC
704,KOLTEPATIL
705,CHOLAHLDNG
706,QUICKHEAL
707,BODALCHEM
708,SBIETFQLTY
709,LICNFNHGP
710,SMLISUZU
711,KTKBANK
712,LICNETFSEN
713,IDFC
714,PRAKASH
715,GSPL
716,TTKHLTCARE
717,GICHSGFIN
718,SETCO
719,SANDESH
720,INDSWFTLAB
721,ENDURANCE
722,ICICINF100
723,SOTL
724,ERIS
725,AJANTPHARM
726,ITDC
727,WESTLIFE
728,INDOCO
729,MANINDS
730,PROZONINTU
731,ICICIALPLV
732,REFEX
733,BAJFINANCE
734,NIFTYBEES
735,KOTAKNIFTY
736,AUTOAXLES
737,ASHOKLEY
738,IVZINNIFTY
739,ICICINIFTY
740,IGPL
741,OFSS
742,VESUVIUS
743,MRPL
744,LAOPALA
745,BSLNIFTY
746,GAEL
747,UFO
748,MAN50ETF
749,MOTOGENFIN
750,QNIFTY
751,MAESGETF
752,MANAKSIA
753,SPICEJET
754,SWELECTES
755,ICICISENSX
756,BANCOINDIA
757,KSL
758,ICICILOVOL
759,AXISNIFTY
760,LUMAXIND
761,GMRINFRA
762,BATAINDIA
763,SMARTLINK
764,SPENCERS
765,SRIPIPES
766,FEDERALBNK
767,AARVI
768,AHLEAST
769,TCPLPACK
770,SUMICHEM
771,SMSPHARMA
772,TCS
773,MURUDCERA
774,UTINIFTETF
775,BOSCHLTD
776,JINDALSAW
777,DABUR
778,SHANTIGEAR
779,EMAMIREAL
780,HDFC
781,PIIND
782,KARURVYSYA
783,GODREJCP
784,SUNDARMFIN
785,NEXTMEDIA
786,VINDHYATEL
787,EMMBI
788,BERGEPAINT
789,M&M
790,GMDCLTD
791,TV18BRDCST
792,MUTHOOTFIN
793,STCINDIA
